fecha,departamento,demanda_departamental_real_gwh,demanda_departamental_predicha_gwh,lluvia_promedio_depto_mm,error_absoluto,error_porcentual
2026-01-01,Antioquia,0.0,0.0,0.0,0.0,0.0
2026-01-01,Arauca,0.0,0.0,0.0,0.0,0.0
2026-01-01,Atlántico,0.0,0.0,0.0,0.0,0.0
2026-01-01,Bogotá,0.0,0.0,0.0,0.0,0.0
2026-01-01,Bolívar,0.0,0.0,0.0,0.0,0.0
2026-01-01,Boyacá,0.342121,0.3202326195143519,0.0,0.021888380485648118,6.397847500113518
2026-01-01,Caldas,0.29807,0.4933610157076114,2.4166666666666665,0.19529101570761137,65.51850543689766
2026-01-01,Caquetá,0.009042,0.0099490042916413,0.0,0.0009070042916413008,10.031002969929261
2026-01-01,Casanare,0.5469839999999999,0.590450621506059,0.0,0.04346662150605907,7.946598202397008
2026-01-01,Cauca,0.058133,0.0,0.0,0.058133,99.99998279806945
2026-01-01,Cesar,0.143554,0.1804278465211643,4.16,0.03687384652116432,25.68639254393822
2026-01-01,Chocó,0.0,0.0,27.410000000000004,0.0,0.0
2026-01-01,Cundinamarca,0.319072,0.3543634659002763,0.0,0.035291465900276264,11.060658658299818
2026-01-01,Córdoba,3.800455,3.6588253754206628,0.0,0.14162962457933714,3.7266491566581434
2026-01-01,Huila,0.17120399999999997,0.19894332478676083,0.0,0.02773932478676086,16.202497118356554
2026-01-01,La Guajira,0.20657699999999998,0.36904590330442477,0.0,0.1624689033044248,78.6481047936674
2026-01-01,Magdalena,0.324087,0.3582542622222224,16.0,0.03416726222222238,10.542620089037936
2026-01-01,Meta,6.429988,4.162629190084855,35.660000000000004,2.2673588099151445,35.262255643228556
2026-01-01,Nariño,0.122546,0.1028823626495726,0.0,0.019663637350427407,16.04592214012305
2026-01-01,Norte de Santander,0.001253,0.0015154239260415,0.0,0.0002624239260414999,20.943482178234802
2026-01-01,Putumayo,0.061433,0.07038953671074011,0.1875,0.008956536710740107,14.579355155705551
2026-01-01,Quindío,0.074362,0.0831949926666663,7.76,0.008832992666666303,11.878367282791716
2026-01-01,Risaralda,0.2495,0.3243324099999994,7.5200000000000005,0.0748324099999994,29.992948697677168
2026-01-01,Santander,0.0,0.0,0.0,0.0,0.0
2026-01-01,Sucre,0.210207,0.2168306220277784,10.0,0.006623622027778386,3.150999592153652
2026-01-01,Tolima,0.083782,0.1094045346960784,0.16666666666666666,0.025622534696078406,30.582382418467173
2026-01-01,Valle del Cauca,2.5921279999999998,2.779458400000002,0.3333333333333333,0.18733040000000223,7.226896174776579
2026-01-12,Antioquia,0.0,0.0,0.0,0.0,0.0
2026-01-12,Arauca,0.0,0.0,0.0,0.0,0.0
2026-01-12,Atlántico,0.0,0.0,0.0,0.0,0.0
2026-01-12,Bogotá,0.0,0.0,0.0,0.0,0.0
2026-01-12,Bolívar,0.0,0.0,0.0,0.0,0.0
2026-01-12,Boyacá,0.63725,0.3632195175946431,3.6,0.2740304824053569,43.00203657985927
2026-01-12,Caldas,0.960126,0.9122727157616178,9.458333333333334,0.0478532842383822,4.984062897992128
2026-01-12,Caquetá,0.007557,0.0109095688711027,0.0,0.0033525688711026997,44.363695047415575
2026-01-12,Casanare,0.546137,0.5770164871248528,0.0,0.030879487124852778,5.654164899912711
2026-01-12,Cauca,0.20327,0.0,16.8,0.20327,99.99999508043513
2026-01-12,Cesar,0.201547,0.1916851702924714,0.0,0.009861829707528608,4.893066737893362
2026-01-12,Chocó,0.0,0.0,5.3,0.0,0.0
2026-01-12,Cundinamarca,0.427991,0.385250667921849,0.0,0.04274033207815103,9.986268655070823
2026-01-12,Córdoba,3.339237,3.489483216727038,2.6666666666666665,0.1502462167270382,4.4994175698549235
2026-01-12,Huila,0.185847,0.2101649127336989,1.6800000000000002,0.024317912733698877,13.084909320682037
2026-01-12,La Guajira,0.64847,0.5314362738677161,0.0,0.11703372613228391,18.04766979621523
2026-01-12,Magdalena,0.5174300000000001,0.4722810324378105,0.0,0.04514896756218956,8.725618284526934
2026-01-12,Meta,6.587273,4.26930407384299,23.759999999999998,2.3179689261570093,35.1885965958622
2026-01-12,Nariño,0.134911,0.105338515404762,1.3599999999999999,0.029572484595238008,21.91999347958184
2026-01-12,Norte de Santander,0.001839,0.0016139464170101,6.453333333333333,0.00022505358298989986,12.237757434157501
2026-01-12,Putumayo,0.060462,0.07210323852041729,8.625,0.01164123852041729,19.253806680289475
2026-01-12,Quindío,0.094623,0.0911238380340489,6.08,0.0034991619659510975,3.6980032298180934
2026-01-12,Risaralda,0.432453,0.4082453733333329,16.759999999999998,0.024207626666667093,5.597747294363171
2026-01-12,Santander,0.0,0.0,0.0,0.0,0.0
2026-01-12,Sucre,0.230433,0.2282515879119856,0.66,0.002181412088014395,0.9466578108815205
2026-01-12,Tolima,0.129228,0.1136763826693457,33.27777777777778,0.015551617330654313,12.034246546591804
2026-01-12,Valle del Cauca,3.264228,3.145609529999996,2.9166666666666665,0.11861847000000392,3.633890452401452
2026-03-23,Antioquia,2.920116,2.80557490611111,0.0,0.11454109388889,3.922484363519859
2026-03-23,Arauca,0.010536,0.010165473892785399,0.0,0.0003705261072146013,3.516759259099045
2026-03-23,Atlántico,2.501057,2.524326904140061,0.0,0.023269904140061026,0.9304027875822402
2026-03-23,Bogotá,0.0,0.0,0.0,0.0,0.0
2026-03-23,Bolívar,0.0,0.0,0.0,0.0,0.0
2026-03-23,Boyacá,0.345845,0.5525933271369184,2.6999999999999997,0.20674832713691843,59.78063038611383
2026-03-23,Caldas,1.010349,0.8945308031178268,13.541666666666666,0.1158181968821731,11.463187050796746
2026-03-23,Caquetá,0.011654,0.0095995134696642,0.0,0.002054486530335799,17.62900950261583
2026-03-23,Casanare,0.6811140000000001,0.6334828566721525,0.0,0.04763114332784757,6.9931234167166165
2026-03-23,Cauca,0.0,0.0,0.0,0.0,0.0
2026-03-23,Cesar,0.19310300000000002,0.1880100879742339,14.8,0.0050929120257661165,2.637406856457657
2026-03-23,Chocó,0.0,0.0,16.675,0.0,0.0
2026-03-23,Cundinamarca,0.412839,0.3835256127508193,0.0,0.0293133872491807,7.100440253739756
2026-03-23,Córdoba,3.6174,2.8621852896678694,0.4583333333333333,0.7552147103321305,20.87727948925755
2026-03-23,Huila,0.20880200000000002,0.2157009336145839,4.64,0.00689893361458388,3.3040551738864385
2026-03-23,La Guajira,0.48291799999999996,0.6435402645863598,0.0,0.16062226458635986,33.260773311469556
2026-03-23,Magdalena,0.562477,0.4382133796586744,24.0,0.1242636203413256,22.092213216203376
2026-03-23,Meta,6.400243,4.163538174941831,0.0,2.236704825058169,34.94718593596291
2026-03-23,Nariño,0.12603799999999998,0.1157578669260486,1.9200000000000004,0.010280133073951384,8.156375266438582
2026-03-23,Norte de Santander,0.00206,0.0015958225943223,4.3,0.0004641774056777003,22.532774388362203
2026-03-23,Putumayo,0.07638400000000001,0.06932819776194281,8.2,0.007055802238057199,9.237276542639224
2026-03-23,Quindío,0.086027,0.0953342221512929,5.5200000000000005,0.009307222151292899,10.818953432524156
2026-03-23,Risaralda,0.448793,0.4685039299999998,18.6,0.019710929999999793,4.391986853805899
2026-03-23,Santander,0.0,0.0,0.0,0.0,0.0
2026-03-23,Sucre,0.030941999999999997,0.0307892013821454,0.0,0.00015279861785459647,0.49382253400666754
2026-03-23,Tolima,0.17688399999999999,0.1296339534444442,12.958333333333334,0.047250046555555786,26.712446509752795
2026-03-23,Valle del Cauca,3.412597,3.3430452166666633,2.0833333333333335,0.06955178333333656,2.038089558466107
2026-04-02,Antioquia,2.58643,2.113305196666664,1.6,0.4731248033333362,18.292580951507603
2026-04-02,Arauca,0.01054,0.0012501674691394,1.5,0.0092898325308606,88.13874494294217
2026-04-02,Atlántico,2.3946490000000002,2.1336693623138405,1.5,0.2609796376861597,10.898450528503954
2026-04-02,Bogotá,0.0,0.0,0.0,0.0,0.0
2026-04-02,Bolívar,0.0,0.0,0.0,0.0,0.0
2026-04-02,Boyacá,0.317484,0.5133475599107065,0.13333333333333333,0.19586355991070648,61.6924171742402
2026-04-02,Caldas,0.8934730000000001,0.8293618833579004,0.0,0.06411111664209967,7.17549561369511
2026-04-02,Caquetá,0.007435,0.0093959183150056,0.0,0.0019609183150055996,26.374118057751094
2026-04-02,Casanare,0.615336,0.6446556954670359,9.09,0.029319695467035944,4.7648268572866295
2026-04-02,Cauca,0.130766,0.0,5.6,0.130766,99.99999235275283
2026-04-02,Cesar,0.201991,0.1945400712959359,0.0,0.007450928704064108,3.6887427336811216
2026-04-02,Chocó,0.0,0.0,0.0,0.0,0.0
2026-04-02,Cundinamarca,0.348347,0.3705026938089689,0.0,0.022155693808968868,6.3602365379765615
2026-04-02,Córdoba,3.438613,3.6081250922632973,0.0,0.1695120922632971,4.929664715695853
2026-04-02,Huila,0.206573,0.21157797250071572,0.0,0.005004972500715715,2.4228588723743316
2026-04-02,La Guajira,0.6057910000000001,0.5401992510688268,0.0,0.06559174893117325,10.827454988342142
2026-04-02,Magdalena,0.553529,0.3830990713333329,0.0,0.17042992866666717,30.789701278107746
2026-04-02,Meta,6.11201,4.350468866261054,8.459999999999999,1.7615411337389455,28.820979200898684
2026-04-02,Nariño,0.125662,0.1221293565136552,6.04,0.0035326434863447997,2.8112263096418717
2026-04-02,Norte de Santander,0.001813,0.0015255147332402,1.7333333333333332,0.0002874852667597999,15.856794323241456
2026-04-02,Putumayo,0.060205,0.06762728622705491,2.5125,0.00742228622705491,12.32835311721551
2026-04-02,Quindío,0.090926,0.0939187029958462,0.0,0.002992702995846197,3.291360740283442
2026-04-02,Risaralda,0.483197,0.3694530295833322,0.0,0.11374397041666778,23.539874639677052
2026-04-02,Santander,0.0,0.0,0.0,0.0,0.0
2026-04-02,Sucre,0.030623,0.0298910613986383,0.0,0.0007319386013617014,2.3901589078333627
2026-04-02,Tolima,0.166835,0.1168272311296294,2.5,0.05000776887037062,29.97438539451079
2026-04-02,Valle del Cauca,3.07568,3.0223877633333327,0.0,0.05329223666666749,1.7326976959045712
2026-04-03,Antioquia,2.372499,2.4476270166666634,20.0,0.07512801666666347,3.1666195159619255
2026-04-03,Arauca,0.010529,0.0008289131017315001,18.75,0.0097000868982685,92.12724556504838
2026-04-03,Atlántico,2.129064,2.191937596805559,18.75,0.06287359680555893,2.953109747299656
2026-04-03,Bogotá,0.0,0.0,0.0,0.0,0.0
2026-04-03,Bolívar,0.0,0.0,0.0,0.0,0.0
2026-04-03,Boyacá,0.35331599999999996,0.5311783315277293,1.6500000000000001,0.17786233152772934,50.34086384246481
2026-04-03,Caldas,0.89204,0.8481140389801632,0.0,0.04392596101983681,4.924214219924599
2026-04-03,Caquetá,0.005003,0.0094379020996648,3.75,0.004434902099664801,88.6446778972019
2026-04-03,Casanare,0.604835,0.6552545141693662,0.0,0.050419514169366186,8.33607733278637
2026-04-03,Cauca,0.110388,0.0,0.0,0.110388,99.99999094104514
2026-04-03,Cesar,0.189498,0.2091116351952863,0.8,0.019613635195286305,10.35031196121073
2026-04-03,Chocó,0.0,0.0,12.029999999999998,0.0,0.0
2026-04-03,Cundinamarca,0.347818,0.3699973894042071,0.0,0.022179389404207106,6.376722529177574
2026-04-03,Córdoba,3.37333,3.6000567142462967,0.0,0.22672671424629653,6.721154277055049
2026-04-03,Huila,0.204617,0.21067242047305929,1.4666666666666666,0.006055420473059292,2.959392512411012
2026-04-03,La Guajira,0.5621700000000001,0.5401351034637739,0.0,0.022034896536226145,3.919614377192789
2026-04-03,Magdalena,0.50908,0.44867503716876606,0.0,0.06040496283123392,11.865514584089427
2026-04-03,Meta,6.165904,4.279775414254606,0.13333333333333328,1.8861285857453947,30.589652104321267
2026-04-03,Nariño,0.119268,0.1229602242412914,0.0,0.0036922242412913975,3.0957372738015816
2026-04-03,Norte de Santander,0.001765,0.0015238736221291,1.72,0.00024112637787090008,13.66147375204107
2026-04-03,Putumayo,0.061982999999999996,0.068221241173458,1.3125,0.0062382411734580034,10.064437292506453
2026-04-03,Quindío,0.080842,0.0947882995752112,0.0,0.013946299575211207,17.251302355311562
2026-04-03,Risaralda,0.375348,0.3736091669166656,0.0,0.0017388330833343901,0.46325890560453226
2026-04-03,Santander,0.0,0.0,0.0,0.0,0.0
2026-04-03,Sucre,0.028808,0.0299059141082343,0.0,0.0010979141082342984,3.811141790891833
2026-04-03,Tolima,0.15825899999999998,0.1139270388828194,6.8055555555555545,0.04433196111718059,28.012282597484084
2026-04-03,Valle del Cauca,2.9125690000000004,3.02314402,0.0,0.11057501999999975,3.7964772549715393
2026-05-01,Antioquia,0.0,0.0,0.0,0.0,0.0
2026-05-01,Arauca,0.0,0.0,0.0,0.0,0.0
2026-05-01,Atlántico,0.0,0.0,0.0,0.0,0.0
2026-05-01,Bogotá,0.0,0.0,2.35,0.0,0.0
2026-05-01,Bolívar,0.0,0.0,0.0,0.0,0.0
2026-05-01,Boyacá,0.657333,0.5789524307725828,8.183333333333334,0.0783805692274171,11.92402755300804
2026-05-01,Caldas,0.715633,0.9502410763150033,2.0833333333333335,0.23460807631500336,32.78329437528369
2026-05-01,Caquetá,0.009801,0.0094675190621175,11.25,0.0003334809378825014,3.4025160456167414
2026-05-01,Casanare,0.627898,0.739556772764376,36.35066666666667,0.11165877276437608,17.782947387327454
2026-05-01,Cauca,0.313551,0.0,0.0,0.313551,99.99999681072626
2026-05-01,Cesar,0.206101,0.1988444517546901,0.0,0.007256548245309913,3.52086981296691
2026-05-01,Chocó,0.0,0.0,44.3,0.0,0.0
2026-05-01,Cundinamarca,0.41258,0.3923241645960192,3.9166666666666665,0.020255835403980793,4.909553277673534
2026-05-01,Córdoba,0.0,0.0,0.0,0.0,0.0
2026-05-01,Huila,0.254657,0.21254936865784338,0.0,0.04210763134215664,16.535037202453857
2026-05-01,La Guajira,0.565733,0.5400369665951259,0.0,0.02569603340487414,4.542077791231263
2026-05-01,Magdalena,0.444362,0.3712585574523813,11.2,0.07310344254761869,16.451325924018278
2026-05-01,Meta,6.214356,4.460699538689765,8.52,1.7536564613102357,28.219439930513985
2026-05-01,Nariño,0.126187,0.1213071598270547,5.6,0.004879840172945293,3.86714937848618
2026-05-01,Norte de Santander,0.002299,0.001897839807204,0.0,0.0004011601927959999,17.44925828056424
2026-05-01,Putumayo,0.064779,0.0668712651910973,3.025,0.0020922651910973006,3.229850519631746
2026-05-01,Quindío,0.098108,0.0927926660871438,0.0,0.005315333912856199,5.417838882733631
2026-05-01,Risaralda,0.603807,0.4183126665869566,1.44,0.1854943334130434,30.720798258543468
2026-05-01,Santander,0.0,0.0,0.0,0.0,0.0
2026-05-01,Sucre,0.032609,0.030915857589519,7.6499999999999995,0.001693142410480998,5.192253338819541
2026-05-01,Tolima,0.153502,0.1244648307777778,0.125,0.0290371692222222,18.916474919267966
2026-05-01,Valle del Cauca,3.6940480000000004,3.267918216666661,0.0,0.4261297833333395,11.535577831684419
2026-05-18,Antioquia,0.0,0.0,0.0,0.0,0.0
2026-05-18,Arauca,0.0,0.0,0.0,0.0,0.0
2026-05-18,Atlántico,0.0,0.0,0.0,0.0,0.0
2026-05-18,Bogotá,0.0,0.0,0.75,0.0,0.0
2026-05-18,Bolívar,0.0,0.0,0.0,0.0,0.0
2026-05-18,Boyacá,0.639923,0.5119427403868819,0.5833333333333334,0.1279802596131181,19.9993214204187
2026-05-18,Caldas,0.983172,0.9262961144149137,2.25,0.05687588558508638,5.784937427692472
2026-05-18,Caquetá,0.009067,0.0093080904344202,0.0,0.00024109043442019883,2.6589849842472746
2026-05-18,Casanare,0.6503310000000001,0.7256332025494262,8.189333333333334,0.0753022025494261,11.579057647800937
2026-05-18,Cauca,0.265965,0.0,0.0,0.265965,99.99999624010692
2026-05-18,Cesar,0.162494,0.2018911079496843,0.0,0.03939710794968429,24.245267840755663
2026-05-18,Chocó,0.0,0.0,25.85,0.0,0.0
2026-05-18,Cundinamarca,0.400717,0.3908989064224012,1.25,0.009818093577598774,2.4501314724819827
2026-05-18,Córdoba,3.416851,3.5969280470121623,1.5833333333333333,0.18007704701216243,5.270263364868298
2026-05-18,Huila,0.240288,0.2160252646687733,1.2533333333333334,0.024262735331226692,10.097355806986247
2026-05-18,La Guajira,0.5416780000000001,0.5311927995965641,0.0,0.010485200403436035,1.9356887689489244
2026-05-18,Magdalena,0.492092,0.4745440666143146,0.0,0.017547933385685388,3.565986244256514
2026-05-18,Meta,5.165673,4.534324320737119,26.120000000000005,0.6313486792628806,12.222002400087662
2026-05-18,Nariño,0.126801,0.11437254645984381,1.6,0.01242845354015619,9.801541438949256
2026-05-18,Norte de Santander,0.00203,0.0017525418798499,0.0,0.0002774581201501001,13.667820362958807
2026-05-18,Putumayo,0.067905,0.0676228929243083,19.35,0.0002821070756916927,0.41544368477626725
2026-05-18,Quindío,0.0,0.0,0.0,0.0,0.0
2026-05-18,Risaralda,0.47108,0.4221678408091776,1.28,0.048912159190822424,10.382983389769059
2026-05-18,Santander,0.0,0.0,0.0,0.0,0.0
2026-05-18,Sucre,0.031305,0.0311448669575424,0.0,0.00016013304245759974,0.511525287669928
2026-05-18,Tolima,0.144425,0.1240006512834156,0.08333333333333333,0.020424348716584398,14.141836456569676
2026-05-18,Valle del Cauca,3.5786119999999997,3.1981964099999995,0.0,0.38041559000000014,10.630255220095798
